"","Address","Species","Block","Street","Trap","AddressNumberAndStreet","Latitude","Longitude","WnvPresent","Date","Tmax","Tmin","Tavg","Depart","DewPoint","WetBulb","Heat","Cool","Sunrise","Sunset","PrecipTotal","StnPressure","SeaLevel","ResultSpeed","ResultDir","AvgSpeed"
"4753","8900 South Carpenter Street, Chicago, IL 60620, USA","CULEX SALINARIUS","89"," S CARPENTER ST","T159","8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4754","3600 North Pittsburgh Avenue, Chicago, IL 60634, USA","CULEX PIPIENS/RESTUANS","36"," N PITTSBURGH AVE","T011","3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4755","3600 North Pittsburgh Avenue, Chicago, IL 60634, USA","CULEX RESTUANS","36"," N PITTSBURGH AVE","T011","3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4756","7200 North Oketo Avenue, Chicago, IL 60631, USA","CULEX PIPIENS/RESTUANS","72"," N OKETO AVE","T016","7200  N OKETO AVE, Chicago, IL",42.011601,-87.811506,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4757","7200 North Oketo Avenue, Chicago, IL 60631, USA","CULEX RESTUANS","72"," N OKETO AVE","T016","7200  N OKETO AVE, Chicago, IL",42.011601,-87.811506,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4758","5800 North Western Avenue, Chicago, IL 60659, USA","CULEX PIPIENS/RESTUANS","58"," N WESTERN AVE","T028","5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4759","5800 North Western Avenue, Chicago, IL 60659, USA","CULEX RESTUANS","58"," N WESTERN AVE","T028","5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4760","5800 North Western Avenue, Chicago, IL 60659, USA","CULEX PIPIENS","58"," N WESTERN AVE","T028","5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4761","5000 South Central Avenue, Chicago, IL 60638, USA","CULEX PIPIENS/RESTUANS","50"," S CENTRAL AVE","T031","5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4762","5000 South Central Avenue, Chicago, IL 60638, USA","CULEX PIPIENS/RESTUANS","50"," S CENTRAL AVE","T031","5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4763","5000 South Central Avenue, Chicago, IL 60638, USA","CULEX RESTUANS","50"," S CENTRAL AVE","T031","5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4764","5000 South Central Avenue, Chicago, IL 60638, USA","CULEX PIPIENS","50"," S CENTRAL AVE","T031","5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4765","South Vincennes Avenue, Chicago, IL, USA","CULEX PIPIENS/RESTUANS","10"," S VINCENNES","T089","1000  S VINCENNES, Chicago, IL",41.723195,-87.64997,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4766","University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA","CULEX PIPIENS/RESTUANS","11"," S ASHLAND AVE","T090","1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4767","University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA","CULEX RESTUANS","11"," S ASHLAND AVE","T090","1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4768","4200 West 127th Street, Alsip, IL 60803, USA","CULEX PIPIENS/RESTUANS","42"," W 127TH PL","T135","4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4769","4200 West 127th Street, Alsip, IL 60803, USA","CULEX PIPIENS/RESTUANS","42"," W 127TH PL","T135","4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4770","4200 West 127th Street, Alsip, IL 60803, USA","CULEX PIPIENS/RESTUANS","42"," W 127TH PL","T135","4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4771","4200 West 127th Street, Alsip, IL 60803, USA","CULEX RESTUANS","42"," W 127TH PL","T135","4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4772","4200 West 127th Street, Alsip, IL 60803, USA","CULEX PIPIENS","42"," W 127TH PL","T135","4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4773","Chicago, IL, USA","CULEX PIPIENS/RESTUANS","43"," N ASHLAND AVE OVERPASS","T145","4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114,-87.629798,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4774","7000 West Armitage Avenue, Chicago, IL 60707, USA","CULEX PIPIENS/RESTUANS","70","  W ARMITAGE AVENUE","T151","7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4775","2500 South Millard Avenue, Chicago, IL 60623, USA","CULEX PIPIENS/RESTUANS","25"," S MILLARD AVE","T152","2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4776","2500 South Millard Avenue, Chicago, IL 60623, USA","CULEX RESTUANS","25"," S MILLARD AVE","T152","2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4777","3500 West 116th Street, Chicago, IL 60655, USA","CULEX PIPIENS/RESTUANS","35"," W 116TH ST","T158","3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4778","3500 West 116th Street, Chicago, IL 60655, USA","CULEX RESTUANS","35"," W 116TH ST","T158","3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4779","3500 West 116th Street, Chicago, IL 60655, USA","CULEX PIPIENS","35"," W 116TH ST","T158","3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4780","3700 North Kedvale Avenue, Chicago, IL 60641, USA","CULEX PIPIENS/RESTUANS","37"," N KEDVALE AVE","T218","3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4781","3700 North Kedvale Avenue, Chicago, IL 60641, USA","CULEX RESTUANS","37"," N KEDVALE AVE","T218","3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4782","3700 North Kedvale Avenue, Chicago, IL 60641, USA","CULEX PIPIENS","37"," N KEDVALE AVE","T218","3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4783","4500 North Campbell Avenue, Chicago, IL 60625, USA","CULEX PIPIENS/RESTUANS","45"," N CAMPBELL AVE","T220","4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4784","4500 North Campbell Avenue, Chicago, IL 60625, USA","CULEX RESTUANS","45"," N CAMPBELL AVE","T220","4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4785","4500 North Campbell Avenue, Chicago, IL 60625, USA","CULEX PIPIENS","45"," N CAMPBELL AVE","T220","4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4786","4600 Milwaukee Avenue, Chicago, IL 60630, USA","CULEX PIPIENS/RESTUANS","46"," N MILWAUKEE AVE","T003","4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4787","4600 Milwaukee Avenue, Chicago, IL 60630, USA","CULEX RESTUANS","46"," N MILWAUKEE AVE","T003","4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4788","7000 North Moselle Avenue, Chicago, IL 60646, USA","CULEX PIPIENS/RESTUANS","70"," N MOSELL AVE","T008","7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4789","7000 North Moselle Avenue, Chicago, IL 60646, USA","CULEX PIPIENS/RESTUANS","70"," N MOSELL AVE","T008","7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4790","7000 North Moselle Avenue, Chicago, IL 60646, USA","CULEX RESTUANS","70"," N MOSELL AVE","T008","7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4791","7000 North Moselle Avenue, Chicago, IL 60646, USA","CULEX PIPIENS","70"," N MOSELL AVE","T008","7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4792","6100 North Lemont Avenue, Chicago, IL 60646, USA","CULEX PIPIENS/RESTUANS","61"," N LEMONT AVE","T012","6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4793","6100 North Lemont Avenue, Chicago, IL 60646, USA","CULEX RESTUANS","61"," N LEMONT AVE","T012","6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4794","3000 West 18th Street, Chicago, IL 60608, USA","CULEX PIPIENS/RESTUANS","30"," W 18TH ST","T043","3000  W 18TH ST, Chicago, IL",41.857402,-87.694991,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4795","3000 West 18th Street, Chicago, IL 60608, USA","CULEX RESTUANS","30"," W 18TH ST","T043","3000  W 18TH ST, Chicago, IL",41.857402,-87.694991,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4796","3000 West 18th Street, Chicago, IL 60608, USA","CULEX PIPIENS","30"," W 18TH ST","T043","3000  W 18TH ST, Chicago, IL",41.857402,-87.694991,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4797","1100 South California Avenue, Chicago, IL 60612, USA","CULEX PIPIENS/RESTUANS","11"," S CALIFORNIA","T047","1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4798","1100 South California Avenue, Chicago, IL 60612, USA","CULEX RESTUANS","11"," S CALIFORNIA","T047","1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4799","1100 South California Avenue, Chicago, IL 60612, USA","CULEX PIPIENS","11"," S CALIFORNIA","T047","1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4800","1200 West Greenleaf Avenue, Chicago, IL 60626, USA","CULEX PIPIENS/RESTUANS","12"," W GREENLEAF AVE","T018","1200  W GREENLEAF AVE, Chicago, IL",42.010412,-87.66214,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4801","1000 North Central Park Avenue, Chicago, IL 60651, USA","CULEX PIPIENS/RESTUANS","10"," N CENTRAL PARK DR","T030","1000  N CENTRAL PARK DR, Chicago, IL",41.89923,-87.716788,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4802","1000 North Central Park Avenue, Chicago, IL 60651, USA","CULEX RESTUANS","10"," N CENTRAL PARK DR","T030","1000  N CENTRAL PARK DR, Chicago, IL",41.89923,-87.716788,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4803","3300 North Rutherford Avenue, Chicago, IL 60634, USA","CULEX PIPIENS/RESTUANS","33"," N RUTHERFORD AVE","T144","3300  N RUTHERFORD AVE, Chicago, IL",41.94016,-87.794896,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4804","1100 North Artesian Avenue, Chicago, IL 60622, USA","CULEX PIPIENS/RESTUANS","11"," S ARTESIAN AVE","T160","1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.688267,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4805","1100 North Artesian Avenue, Chicago, IL 60622, USA","CULEX RESTUANS","11"," S ARTESIAN AVE","T160","1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.688267,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4806","1100 North Artesian Avenue, Chicago, IL 60622, USA","CULEX PIPIENS","11"," S ARTESIAN AVE","T160","1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.688267,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4807","3300 West 104th Street, Chicago, IL 60655, USA","CULEX PIPIENS/RESTUANS","33"," W 104TH ST","T095","3300  W 104TH ST, Chicago, IL",41.704336,-87.703736,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4808","3300 West 104th Street, Chicago, IL 60655, USA","CULEX RESTUANS","33"," W 104TH ST","T095","3300  W 104TH ST, Chicago, IL",41.704336,-87.703736,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4809","1700 North Pulaski Road, Chicago, IL 60639, USA","CULEX PIPIENS/RESTUANS","17"," N PULASKI RD","T039","1700  N PULASKI RD, Chicago, IL",41.911824,-87.726737,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4810","2200 West 51st Street, Chicago, IL 60609, USA","CULEX PIPIENS/RESTUANS","22"," W 51ST ST","T061","2200  W 51ST ST, Chicago, IL",41.801179,-87.679447,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4811","3500 West 51st Street, Chicago, IL 60632, USA","CULEX PIPIENS/RESTUANS","35"," W 51ST ST","T062","3500  W 51ST ST, Chicago, IL",41.800737,-87.71188,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4812","3500 West 51st Street, Chicago, IL 60632, USA","CULEX RESTUANS","35"," W 51ST ST","T062","3500  W 51ST ST, Chicago, IL",41.800737,-87.71188,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4813","Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA","CULEX RESTUANS","52"," W 63RD ST","T065","5200  W 63RD ST, Chicago, IL",41.778297,-87.752411,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4814","6700 South Kedzie Avenue, Chicago, IL 60629, USA","CULEX PIPIENS/RESTUANS","67"," S KEDZIE AVE","T066","6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4815","2200 West 69th Street, Chicago, IL 60636, USA","CULEX PIPIENS/RESTUANS","22"," W 69TH ST","T069","2200  W 69TH ST, Chicago, IL",41.768388,-87.678649,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4816","2200 West 69th Street, Chicago, IL 60636, USA","CULEX RESTUANS","22"," W 69TH ST","T069","2200  W 69TH ST, Chicago, IL",41.768388,-87.678649,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4817","1000 East 67th Street, Chicago, IL 60637, USA","CULEX PIPIENS/RESTUANS","10"," E 67TH ST","T073","1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4818","1000 East 67th Street, Chicago, IL 60637, USA","CULEX RESTUANS","10"," E 67TH ST","T073","1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4819","1000 East 67th Street, Chicago, IL 60637, USA","CULEX PIPIENS","10"," E 67TH ST","T073","1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4820","3900 South Ashland Avenue, Chicago, IL 60609, USA","CULEX PIPIENS/RESTUANS","39"," S ASHLAND AVE","T074","3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.666343,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4821","3900 South Ashland Avenue, Chicago, IL 60609, USA","CULEX RESTUANS","39"," S ASHLAND AVE","T074","3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.666343,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4822","7100 South South Shore Drive, Chicago, IL 60649, USA","CULEX PIPIENS/RESTUANS","71"," S SOUTH SHORE DR","T079","7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4823","7700 South Eberhart Avenue, Chicago, IL 60619, USA","CULEX PIPIENS/RESTUANS","77"," S EBERHART AVE","T080","7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4824","7700 South Eberhart Avenue, Chicago, IL 60619, USA","CULEX RESTUANS","77"," S EBERHART AVE","T080","7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4825","4000 South Dearborn Street, Chicago, IL 60609, USA","CULEX PIPIENS/RESTUANS","40"," S DEARBORN ST","T081","4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4826","5000 South Union Avenue, Chicago, IL 60609, USA","CULEX PIPIENS/RESTUANS","50"," S UNION AVE","T082","5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4827","5000 South Union Avenue, Chicago, IL 60609, USA","CULEX RESTUANS","50"," S UNION AVE","T082","5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4828","7900 South South Chicago Avenue, Chicago, IL 60617, USA","CULEX PIPIENS/RESTUANS","79"," S CHICAGO AVE","T083","7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4829","5200 South Kolmar Avenue, Chicago, IL 60632, USA","CULEX PIPIENS/RESTUANS","52"," S KOLMAR","T114","5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4830","5200 South Kolmar Avenue, Chicago, IL 60632, USA","CULEX RESTUANS","52"," S KOLMAR","T114","5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4831","5200 South Kolmar Avenue, Chicago, IL 60632, USA","CULEX PIPIENS","52"," S KOLMAR","T114","5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4832","6300 West 64th Street, Chicago, IL 60638, USA","CULEX PIPIENS/RESTUANS","63"," W 64TH ST","T155","6300  W 64TH ST, Chicago, IL",41.776156,-87.778927,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4833","6300 West 64th Street, Chicago, IL 60638, USA","CULEX RESTUANS","63"," W 64TH ST","T155","6300  W 64TH ST, Chicago, IL",41.776156,-87.778927,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4834","3700 South Pulaski Road, Chicago, IL 60623, USA","CULEX RESTUANS","37"," S PULASKI RD","T063","3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4835","3700 South Pulaski Road, Chicago, IL 60623, USA","CULEX PIPIENS","37"," S PULASKI RD","T063","3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4836","3700 South Pulaski Road, Chicago, IL 60623, USA","CULEX SALINARIUS","37"," S PULASKI RD","T063","3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4837","South Doty Avenue, Chicago, IL, USA","CULEX PIPIENS/RESTUANS","12"," S DOTY AVE","T115","1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4838","South Stony Island Avenue, Chicago, IL, USA","CULEX PIPIENS/RESTUANS","10"," S STONY ISLAND AVE","T138","1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4839","South Stony Island Avenue, Chicago, IL, USA","CULEX RESTUANS","10"," S STONY ISLAND AVE","T138","1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4840","South Stony Island Avenue, Chicago, IL, USA","CULEX PIPIENS","10"," S STONY ISLAND AVE","T138","1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4841","South Torrence Avenue, Chicago, IL, USA","CULEX RESTUANS","13"," S TORRENCE AVE","T200","1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4842","South Brandon Avenue, Chicago, IL 60617, USA","CULEX PIPIENS/RESTUANS","13"," S BRANDON","T209","1300  S BRANDON, Chicago, IL",41.740641,-87.546587,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4843","South Brandon Avenue, Chicago, IL 60617, USA","CULEX RESTUANS","13"," S BRANDON","T209","1300  S BRANDON, Chicago, IL",41.740641,-87.546587,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4844","South Brandon Avenue, Chicago, IL 60617, USA","CULEX PIPIENS","13"," S BRANDON","T209","1300  S BRANDON, Chicago, IL",41.740641,-87.546587,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4845","3700 118th Street, Chicago, IL 60617, USA","CULEX PIPIENS/RESTUANS","37"," E 118TH ST","T212","3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4846","3700 118th Street, Chicago, IL 60617, USA","CULEX PIPIENS/RESTUANS","37"," E 118TH ST","T212","3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4847","3700 118th Street, Chicago, IL 60617, USA","CULEX RESTUANS","37"," E 118TH ST","T212","3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4848","3700 118th Street, Chicago, IL 60617, USA","CULEX PIPIENS","37"," E 118TH ST","T212","3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
"4849","2400 East 105th Street, Chicago, IL 60617, USA","CULEX PIPIENS/RESTUANS","24"," E 105TH ST","T128","2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,0,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,0,29.15,29.87,10.6,30,10.8
