Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
1,5/23/2011,79,60,70,9,59,64,0,5,425,1912, ,0,NA,0,0,28.92,29.62,10,25,11.3
2,5/23/2011,80,65,73,NA,59,64,0,8,NA,NA, ,NA,NA,NA,0,28.98,29.61,11.3,24,12.5
1,5/24/2011,66,47,57,-5,47,51,8,0,424,1913, ,0,NA,0,0.11,29.15,29.86,12,4,12.4
2,5/24/2011,69,48,59,NA,47,53,6,0,NA,NA, ,NA,NA,NA,0.01,29.21,29.84,11.1,3,11.5
1,5/25/2011,67,47,57,-5,52,53,8,0,423,1914,TSRA RA BR,0,NA,0,2.24,28.92,29.67,10.7,3,11.7
2,5/25/2011,75,49,62,NA,53,55,3,0,NA,NA,TSRA RA BR,NA,NA,NA,1.9,28.97,29.65,7.8,3,10.1
1,5/26/2011,49,43,46,-16,40,43,19,0,422,1915,RA BR,0,NA,0,1.06,29.15,29.84,17.7,2,17.8
2,5/26/2011,50,43,47,NA,40,43,18,0,NA,NA,RA BR,NA,NA,NA,0.61,29.19,29.83,18.8,1,18.9
1,5/27/2011,58,40,49,-13,41,46,16,0,422,1916,RA,0,NA,0,0,29.21,29.93,7.3,5,8.7
2,5/27/2011,58,42,50,NA,41,46,15,0,NA,NA,RA,NA,NA,NA,0.01,29.27,29.94,6.6,4,8
1,5/28/2011,62,51,57,-6,55,55,8,0,421,1916,RA BR,0,NA,0,0.12,29.1,29.83,6,18,6.7
2,5/28/2011,64,52,58,NA,55,57,7,0,NA,NA,TSRA RA DZ BR HZ,NA,NA,NA,0.23,29.16,29.83,4.4,18,5.8
1,5/29/2011,70,52,61,-3,59,60,4,0,421,1917,TS RA FG+ FG BR,0,NA,0,1.88,29.16,29.86,3.6,11,5.7
2,5/29/2011,72,57,65,NA,60,61,0,0,NA,NA,TSRA RA FG+ BR,NA,NA,NA,0.92,29.23,29.86,3.6,11,6.6
1,5/30/2011,88,56,72,8,65,69,0,7,420,1918, ,0,NA,0,0,29.26,29.97,12.4,20,12.8
2,5/30/2011,90,65,78,NA,65,70,0,13,NA,NA, ,NA,NA,NA,0,29.33,29.96,11.2,19,11.6
1,5/31/2011,85,69,77,13,64,68,0,12,420,1919,TS,0,NA,0,0.08,29.34,30.04,12.4,22,13.2
2,5/31/2011,88,69,79,NA,65,70,0,14,NA,NA,RA,NA,NA,NA,0,29.41,30.02,12.4,22,13.2
1,6/1/2011,81,59,70,6,49,59,0,5,419,1920, ,0,NA,0,0,29.44,30.17,10.7,27,10.5
2,6/1/2011,82,63,73,NA,49,59,0,8,NA,NA, ,NA,NA,NA,0,29.51,30.15,11.5,26,11.5
1,6/2/2011,69,56,63,-1,44,53,2,0,419,1920,RA,0,NA,0,0.02,29.45,30.19,9,6,9.4
2,6/2/2011,69,57,63,NA,45,53,2,0,NA,NA,RA,NA,NA,NA,0,29.51,30.18,8.9,6,9.6
1,6/3/2011,87,55,71,7,62,67,0,6,418,1921, ,0,NA,0,0.01,29.31,30.04,10.8,17,11.5
2,6/3/2011,88,57,73,NA,61,67,0,8,NA,NA,RA,NA,NA,NA,0.18,29.37,30.03,10,16,10.6
1,6/4/2011,92,64,78,14,64,68,0,13,418,1922,TSRA,0,NA,0,0.18,29.31,30.02,1.4,26,8.5
2,6/4/2011,91,67,79,NA,64,69,0,14,NA,NA, ,NA,NA,NA,0.5,29.38,30,3,26,8.1
1,6/5/2011,85,60,73,8,55,62,0,8,417,1923, ,0,NA,0,0,29.36,30.08,3.1,7,5.4
2,6/5/2011,84,63,74,NA,55,62,0,9,NA,NA, ,NA,NA,NA,0.01,29.41,30.06,2.7,8,5
1,6/6/2011,93,60,77,11,64,69,0,12,417,1923, ,0,NA,0,0,29.15,29.89,8.5,20,9.7
2,6/6/2011,94,62,78,NA,63,69,0,13,NA,NA, ,NA,NA,NA,0,29.22,29.88,7.8,20,8.6
1,6/7/2011,96,75,86,20,65,72,0,21,417,1924, ,0,NA,0,0,29.11,29.82,10.3,23,10.6
2,6/7/2011,96,77,87,NA,64,72,0,22,NA,NA, ,NA,NA,NA,0,29.18,29.8,9.7,23,10.1
1,6/8/2011,95,66,81,15,64,71,0,16,417,1925,TSRA,0,NA,0,0.17,29.13,29.81,11.6,24,13.4
2,6/8/2011,96,67,82,NA,63,71,0,17,NA,NA,TSRA BR,NA,NA,NA,0.69,29.2,29.8,9.3,23,12.1
1,6/9/2011,69,50,60,-6,52,55,5,0,416,1925,TSRA RA BR,0,NA,0,0.93,29.28,30,8,4,12.5
2,6/9/2011,69,52,61,NA,54,56,4,0,NA,NA,TSRA BR,NA,NA,NA,2.17,29.34,29.98,7,4,12
1,6/10/2011,69,51,60,-7,56,57,5,0,416,1926,RA BR HZ,0,NA,0,0.52,29.21,29.94,6.4,3,8
2,6/10/2011,71,51,61,NA,56,58,4,0,NA,NA,TS TSRA BR HZ,NA,NA,NA,0.44,29.26,29.92,6.1,1,7.5
1,6/11/2011,62,52,57,-10,54,55,8,0,416,1926,RA DZ FG+ FG BR,0,NA,0,0.03,29.24,29.95,4.7,5,5.7
2,6/11/2011,65,53,59,NA,54,56,6,0,NA,NA,TSRA RA DZ BR,NA,NA,NA,0.1,29.29,29.94,5.4,2,5.8
1,6/12/2011,64,50,57,-11,45,52,8,0,416,1927,BR,0,NA,0,0,29.38,30.1,8.3,3,8.9
2,6/12/2011,64,51,58,NA,45,52,7,0,NA,NA, ,NA,NA,NA,0,29.44,30.09,9.4,2,9.9
1,6/13/2011,72,54,63,-5,43,53,2,0,416,1927, ,0,NA,0,0,29.39,30.11,7.5,6,7.8
2,6/13/2011,71,56,64,NA,43,53,1,0,NA,NA, ,NA,NA,NA,0,29.44,30.11,8,6,8.7
1,6/14/2011,77,53,65,-3,49,56,0,0,416,1928, ,0,NA,0,0,29.25,30.01,7.8,9,8.6
2,6/14/2011,77,58,68,NA,49,57,0,3,NA,NA, ,NA,NA,NA,0,29.31,30,7.8,9,8.3
1,6/15/2011,71,57,64,-4,59,61,1,0,416,1928,TSRA RA BR,0,NA,0,0.8,29,29.73,9.2,15,11.2
2,6/15/2011,72,57,65,NA,59,62,0,0,NA,NA,TSRA RA BR,NA,NA,NA,0.84,29.07,29.73,8.4,16,11.2
1,6/16/2011,81,61,71,2,59,63,0,6,416,1929,RA BR,0,NA,0,0.04,29.05,29.76,5.5,29,7.5
2,6/16/2011,81,62,72,NA,59,63,0,7,NA,NA,RA BR,NA,NA,NA,0.03,29.12,29.75,6.6,26,9.1
1,6/17/2011,82,60,71,2,60,64,0,6,416,1929, ,0,NA,0,0,29.13,29.83,5.8,6,6.6
2,6/17/2011,82,64,73,NA,60,65,0,8,NA,NA, ,NA,NA,NA,0,29.18,29.81,5.3,7,6.2
1,6/18/2011,84,61,73,3,62,65,0,8,416,1929, ,0,NA,0,0,29.1,29.82,4.6,6,6.4
2,6/18/2011,83,63,73,NA,62,66,0,8,NA,NA, ,NA,NA,NA,0,29.16,29.8,4.5,8,6.4
1,6/19/2011,81,63,72,2,65,68,0,7,416,1930, ,0,NA,0,0,29.03,29.75,4.1,11,5.2
2,6/19/2011,83,65,74,NA,65,69,0,9,NA,NA,BR,NA,NA,NA,0,29.08,29.73,3.7,14,4.9
1,6/20/2011,79,65,72,2,67,69,0,7,416,1930,TSRA RA BR,0,NA,0,0.18,29.01,29.72,6.2,16,8.1
2,6/20/2011,80,69,75,NA,67,69,0,10,NA,NA,TSRA BR,NA,NA,NA,1.23,29.07,29.7,8,16,9.5
1,6/21/2011,89,66,78,8,70,72,0,13,416,1930,RA BR SQ,0,NA,0,0.45,28.92,29.64,11.5,18,12.1
2,6/21/2011,89,69,79,NA,70,73,0,14,NA,NA,TSRA RA BR,NA,NA,NA,0.08,28.98,29.63,11,18,11.8
1,6/22/2011,73,64,69,-1,63,65,0,4,417,1931,RA,0,NA,0,0.02,28.89,29.59,12.6,21,13.4
2,6/22/2011,75,66,71,NA,62,65,0,6,NA,NA, ,NA,NA,NA,0.02,28.95,29.59,12.9,21,13.4
1,6/23/2011,71,62,67,-3,59,62,0,2,417,1931,RA BR,0,NA,0,0.01,28.9,29.6,11.4,26,12.7
2,6/23/2011,72,63,68,NA,60,63,0,3,NA,NA,RA BR,NA,NA,NA,0.05,28.96,29.6,12.6,26,13.5
1,6/24/2011,68,60,64,-7,56,59,1,0,417,1931, ,0,NA,0,0,29.08,29.76,9.4,29,9.6
2,6/24/2011,68,60,64,NA,55,59,1,0,NA,NA, ,NA,NA,NA,0,29.13,29.76,8.5,29,8.7
1,6/25/2011,79,58,69,-2,53,60,0,4,417,1931, ,0,NA,0,0,29.21,29.92,2.5,10,4.6
2,6/25/2011,78,61,70,NA,52,60,0,5,NA,NA,RA,NA,NA,NA,0,29.28,29.91,3.9,9,5.8
1,6/26/2011,81,57,69,-2,53,60,0,4,418,1931, ,0,NA,0,0,29.23,29.94,5.8,9,6.9
2,6/26/2011,80,64,72,NA,53,61,0,7,NA,NA, ,NA,NA,NA,0,29.28,29.93,6.5,9,7
1,6/27/2011,81,65,73,2,63,67,0,8,418,1931,RA HZ,0,NA,0,0.03,29.08,29.8,6.9,21,10.8
2,6/27/2011,80,67,74,NA,64,67,0,9,NA,NA,RA BR,NA,NA,NA,0.14,29.15,29.79,6.4,21,9.2
1,6/28/2011,81,63,72,1,54,61,0,7,419,1931, ,0,NA,0,0,29.28,29.98,9.1,30,9.6
2,6/28/2011,81,65,73,NA,53,61,0,8,NA,NA, ,NA,NA,NA,0,29.34,29.97,7.2,30,8.6
1,6/29/2011,81,59,70,-1,56,62,0,5,419,1931, ,0,NA,0,0,29.35,30.06,3.7,8,5.4
2,6/29/2011,80,63,72,NA,55,62,0,7,NA,NA, ,NA,NA,NA,0,29.41,30.04,3.9,8,5.9
1,6/30/2011,88,60,74,2,62,67,0,9,419,1931, ,0,NA,0,0,29.28,30,8.2,17,9.4
2,6/30/2011,89,66,78,NA,61,67,0,13,NA,NA,TS TSRA RA VCTS,NA,NA,NA,0.03,29.34,29.99,9.2,16,10.6
1,7/1/2011,89,72,81,9,62,68,0,16,420,1931, ,0,NA,0,0,29.24,29.96,14.3,18,14.9
2,7/1/2011,89,70,80,NA,63,68,0,15,NA,NA,TS RA,NA,NA,NA,0.01,29.31,29.95,10.4,18,10.8
1,7/2/2011,94,71,83,11,70,74,0,18,420,1931,BR,0,NA,0,0,29.25,29.95,3.9,24,8.3
2,7/2/2011,93,73,83,NA,71,74,0,18,NA,NA,BR,NA,NA,NA,0,29.31,29.94,3.1,23,7.5
1,7/3/2011,84,69,77,5,57,65,0,12,421,1931, ,0,NA,0,0,29.28,29.98,4.7,2,5.9
2,7/3/2011,86,70,78,NA,58,65,0,13,NA,NA, ,NA,NA,NA,0,29.33,29.96,4.4,3,6.1
1,7/4/2011,89,65,77,5,55,64,0,12,422,1930, ,0,NA,0,0,29.26,29.97,2.9,5,4.3
2,7/4/2011,88,68,78,NA,53,63,0,13,NA,NA,FU,NA,NA,NA,0,29.32,29.95,3.3,7,4.5
1,7/5/2011,91,68,80,8,60,68,0,15,422,1930, ,0,NA,0,0,29.25,29.96,5.2,28,6.2
2,7/5/2011,92,67,80,NA,59,68,0,15,NA,NA, ,NA,NA,NA,0,29.31,29.94,4.9,26,5.6
1,7/6/2011,86,70,78,6,61,67,0,13,423,1930, ,0,NA,0,0,29.27,29.97,5.7,4,7.5
2,7/6/2011,87,71,79,NA,60,67,0,14,NA,NA, ,NA,NA,NA,0,29.33,29.95,5.9,4,7.3
1,7/7/2011,82,63,73,1,53,62,0,8,423,1930,RA,0,NA,0,0,29.22,29.95,5.1,7,6.2
2,7/7/2011,81,66,74,NA,55,63,0,9,NA,NA,RA,NA,NA,NA,0.07,29.28,29.93,5.7,7,7.1
1,7/8/2011,86,61,74,1,51,62,0,9,424,1929, ,0,NA,0,0,29.17,29.88,5.1,6,6
2,7/8/2011,86,65,76,NA,52,63,0,11,NA,NA, ,NA,NA,NA,0,29.22,29.86,5.2,4,6.5
1,7/9/2011,91,61,76,3,58,66,0,11,425,1929, ,0,NA,0,0,29.21,29.92,5.2,19,5.9
2,7/9/2011,90,67,79,NA,60,68,0,14,NA,NA, ,NA,NA,NA,0,29.27,29.9,5.4,18,6.5
1,7/10/2011,91,74,83,10,68,72,0,18,425,1929,HZ,0,NA,0,0,29.18,29.89,9.3,19,9.7
2,7/10/2011,91,75,83,NA,67,72,0,18,NA,NA,HZ,NA,NA,NA,0,29.23,29.87,7.8,19,8.1
1,7/11/2011,88,71,80,7,71,74,0,15,426,1928,HZ,0,NA,0,0.39,29.12,29.82,5.5,25,8.5
2,7/11/2011,90,70,80,NA,70,74,0,15,NA,NA,TSRA BR,NA,NA,NA,0.13,29.18,29.81,5.3,24,8
1,7/12/2011,87,70,79,6,63,69,0,14,427,1928,RA,0,NA,0,0.01,29.25,29.94,5.6,2,7.7
2,7/12/2011,88,71,80,NA,64,69,0,15,NA,NA,RA,NA,NA,NA,0.01,29.31,29.92,4.5,4,7
1,7/13/2011,74,63,69,-4,57,62,0,4,428,1927, ,0,NA,0,0,29.35,30.06,10.5,4,10.9
2,7/13/2011,74,66,70,NA,57,63,0,5,NA,NA, ,NA,NA,NA,0,29.4,30.04,11.6,4,12.2
1,7/14/2011,82,59,71,-2,56,63,0,6,428,1927, ,0,NA,0,0,29.3,30.02,6.5,10,8
2,7/14/2011,82,65,74,NA,56,63,0,9,NA,NA, ,NA,NA,NA,0,29.35,30,7.3,9,8.7
1,7/15/2011,87,70,79,5,60,66,0,14,429,1926, ,0,NA,0,0,29.27,29.98,5.4,9,6.7
2,7/15/2011,86,71,79,NA,60,67,0,14,NA,NA, ,NA,NA,NA,0,29.33,29.96,6.2,10,6.8
1,7/16/2011,89,71,80,6,61,68,0,15,430,1925,RA,0,NA,0,0,29.32,30.02,3.4,19,4.3
2,7/16/2011,90,74,82,NA,60,68,0,17,NA,NA, ,NA,NA,NA,0,29.38,30,2.5,19,2.7
1,7/17/2011,95,69,82,8,69,74,0,17,431,1925, ,0,NA,0,0,29.35,30.06,6.2,22,6.4
2,7/17/2011,95,74,85,NA,69,74,0,20,NA,NA, ,NA,NA,NA,0,29.41,30.04,6.8,23,7.2
1,7/18/2011,92,80,86,12,75,78,0,21,432,1924,RA HZ,0,NA,0,0.01,29.23,29.96,10.6,25,10.8
2,7/18/2011,93,81,87,NA,74,77,0,22,NA,NA,HZ,NA,NA,NA,0,29.29,29.94,11.2,24,11.7
1,7/19/2011,93,78,86,12,72,76,0,21,433,1923, ,0,NA,0,0,29.17,29.89,4.5,7,6.2
2,7/19/2011,92,79,86,NA,73,77,0,21,NA,NA,BR,NA,NA,NA,0,29.23,29.86,3.2,6,6.6
1,7/20/2011,99,73,86,12,73,77,0,21,433,1923,BR HZ,0,NA,0,0.02,29.08,29.8,9,23,10.7
2,7/20/2011,100,77,89,NA,73,77,0,24,NA,NA,TS,NA,NA,NA,0,29.15,29.78,7.6,23,9.9
1,7/21/2011,99,75,87,13,70,76,0,22,434,1922,TS,0,NA,0,0.02,29.1,29.8,6.2,28,8.8
2,7/21/2011,101,82,92,NA,72,77,0,27,NA,NA, ,NA,NA,NA,0,29.16,29.77,5.3,26,10
1,7/22/2011,88,70,79,5,70,73,0,14,435,1921,TS TSRA RA BR,0,NA,0,1.55,29.18,29.88,1.7,9,9
2,7/22/2011,100,71,NA,NA,70,74,NA,NA,NA,NA,TS TSRA BR,NA,NA,NA,0.14,29.23,29.86,3.8,10,8.2
1,7/23/2011,87,70,79,5,70,73,0,14,436,1920,TS TSRA RA BR,0,NA,0,6.86,29.23,29.95,0.8,30,5.3
2,7/23/2011,87,70,79,NA,70,73,0,14,NA,NA,TSRA RA BR VCTS,NA,NA,NA,0.04,29.28,29.93,0.7,20,4.9
1,7/24/2011,87,72,80,6,70,73,0,15,437,1919,TS TSRA BR,0,NA,0,0.18,29.26,29.97,1.5,23,6.4
2,7/24/2011,87,72,80,NA,69,72,0,15,NA,NA,TS TSRA VCFG,NA,NA,NA,0.02,29.32,29.95,0.7,20,5.7
1,7/25/2011,88,73,81,7,66,71,0,16,438,1918, ,0,NA,0,0,29.2,29.91,3.4,32,6.5
2,7/25/2011,90,73,82,NA,67,71,0,17,NA,NA, ,NA,NA,NA,0.01,29.25,29.89,2.1,35,6.1
1,7/26/2011,83,71,77,3,63,68,0,12,439,1918, ,0,NA,0,0,29.18,29.88,6.3,5,8.5
2,7/26/2011,85,72,79,NA,62,68,0,14,NA,NA, ,NA,NA,NA,0.01,29.23,29.86,5.9,6,8
1,7/27/2011,90,68,79,5,66,70,0,14,440,1917,TS TSRA,0,NA,0,0.71,29.13,29.85,6.2,16,9.5
2,7/27/2011,92,72,82,NA,66,71,0,17,NA,NA,TS BR,NA,NA,NA,0,29.21,29.84,6,16,9.9
1,7/28/2011,87,73,80,6,71,74,0,15,441,1916,TSRA RA BR,0,NA,0,0.7,29.2,29.89,3.2,23,6.8
2,7/28/2011,88,74,81,NA,71,74,0,16,NA,NA,TS RA,NA,NA,NA,0,29.26,29.87,3.3,21,6.8
1,7/29/2011,86,71,79,5,67,71,0,14,442,1915,BR,0,NA,0,0.7,29.28,29.98,4.3,4,5.9
2,7/29/2011,86,74,80,NA,69,72,0,15,NA,NA,TSRA BR,NA,NA,NA,0.36,29.34,29.96,3.5,4,5.6
1,7/30/2011,91,67,79,5,64,70,0,14,443,1914, ,0,NA,0,0,29.35,30.05,2.4,13,3.4
2,7/30/2011,91,68,80,NA,65,71,0,15,NA,NA, ,NA,NA,NA,0,29.41,30.03,2,11,3.4
1,7/31/2011,90,68,79,5,69,73,0,14,444,1913, ,0,NA,0,0,29.35,30.06,4.9,25,5
2,7/31/2011,91,73,82,NA,69,73,0,17,NA,NA, ,NA,NA,NA,0,29.41,30.04,4.5,23,5
1,8/1/2011,91,74,83,10,72,75,0,18,445,1911, ,0,NA,0,0,29.28,29.99,4.2,27,4.9
2,8/1/2011,91,76,84,NA,71,75,0,19,NA,NA,BR HZ,NA,NA,NA,0,29.33,29.97,3.1,25,5.9
1,8/2/2011,93,74,84,11,73,76,0,19,446,1910, ,0,NA,0,0.43,29.04,29.77,8.3,21,9.1
2,8/2/2011,93,74,84,NA,73,77,0,19,NA,NA,TS TSRA HZ,NA,NA,NA,0.28,29.1,29.75,8,20,8.5
1,8/3/2011,86,72,79,6,67,71,0,14,447,1909, ,0,NA,0,0,29.11,29.81,6.9,2,8
2,8/3/2011,87,73,80,NA,66,71,0,15,NA,NA,BR,NA,NA,NA,0,29.16,29.78,9.6,1,10.3
1,8/4/2011,84,69,77,4,66,69,0,12,448,1908, ,0,NA,0,0,29.25,29.94,5.3,5,6
2,8/4/2011,82,69,76,NA,67,70,0,11,NA,NA, ,NA,NA,NA,0,29.3,29.92,4.8,5,6.7
1,8/5/2011,83,69,76,3,68,71,0,11,449,1907,RA,0,NA,0,0,29.21,29.93,4,5,5.5
2,8/5/2011,84,70,77,NA,68,71,0,12,NA,NA, ,NA,NA,NA,0,29.26,29.91,5.2,7,6
1,8/6/2011,85,72,79,6,70,72,0,14,450,1906,RA BR,0,NA,0,0.18,29.1,29.82,2.5,5,4
2,8/6/2011,85,73,79,NA,70,72,0,14,NA,NA,RA BR,NA,NA,NA,0.69,29.15,29.8,1.3,3,3.7
1,8/7/2011,86,68,77,4,69,71,0,12,451,1904,TSRA BR,0,NA,0,0.75,29.03,29.75,4.6,27,6.4
2,8/7/2011,87,70,79,NA,69,72,0,14,NA,NA,RA BR HZ,NA,NA,NA,0.49,29.09,29.73,3.6,26,5.6
1,8/8/2011,80,68,74,1,67,69,0,9,452,1903,RA BR,0,NA,0,0.63,29,29.72,4,4,6.2
2,8/8/2011,80,69,75,NA,67,70,0,10,NA,NA,TSRA RA BR,NA,NA,NA,0.29,29.06,29.7,2.8,6,5.8
1,8/9/2011,80,64,72,-1,61,66,0,7,453,1902,BR,0,NA,0,0,28.97,29.67,10.8,28,11.1
2,8/9/2011,82,66,74,NA,61,66,0,9,NA,NA,BR,NA,NA,NA,0.01,29.03,29.66,11,27,11.6
1,8/10/2011,77,61,69,-4,54,61,0,4,454,1900, ,0,NA,0,0,29.14,29.84,7.3,31,8.7
2,8/10/2011,78,62,70,NA,54,61,0,5,NA,NA, ,NA,NA,NA,0,29.2,29.82,4.4,31,8
1,8/11/2011,81,57,69,-4,54,61,0,4,455,1859, ,0,NA,0,0,29.25,29.95,2,24,3
2,8/11/2011,81,60,71,NA,54,61,0,6,NA,NA, ,NA,NA,NA,0,29.31,29.93,2.7,23,4.2
1,8/12/2011,81,60,71,-2,59,64,0,6,456,1858, ,0,NA,0,0,29.22,29.94,8.3,19,8.5
2,8/12/2011,82,65,74,NA,57,64,0,9,NA,NA, ,NA,NA,NA,0,29.28,29.93,8.2,19,8.4
1,8/13/2011,83,62,73,0,64,66,0,8,457,1856,RA,0,NA,0,0.75,29.15,29.86,3.6,27,6.7
2,8/13/2011,84,66,75,NA,63,66,0,10,NA,NA,TS TSRA GR RA BR,NA,NA,NA,0.93,29.2,29.84,5.3,24,7.8
1,8/14/2011,75,62,69,-3,60,63,0,4,458,1855,RA,0,NA,0,0,29.24,29.95,10.4,36,11.7
2,8/14/2011,75,62,69,NA,60,63,0,4,NA,NA,RA,NA,NA,NA,0.01,29.29,29.93,11.7,35,12.6
1,8/15/2011,82,57,70,-2,55,62,0,5,459,1854, ,0,NA,0,0,29.28,29.98,2.4,2,4.9
2,8/15/2011,80,59,70,NA,55,62,0,5,NA,NA, ,NA,NA,NA,0,29.33,29.96,2.7,5,5.2
1,8/16/2011,85,61,73,1,58,64,0,8,500,1852, ,0,NA,0,0,29.32,30.03,2.9,18,3.9
2,8/16/2011,83,63,73,NA,56,63,0,8,NA,NA, ,NA,NA,NA,0,29.38,30.01,2.3,18,3
1,8/17/2011,83,62,73,1,63,67,0,8,501,1851, ,0,NA,0,0,29.31,30.02,5.6,22,6
2,8/17/2011,83,65,74,NA,61,67,0,9,NA,NA, ,NA,NA,NA,0,29.36,30.01,6,21,6.2
1,8/18/2011,84,67,76,4,60,66,0,11,502,1849, ,0,NA,0,0,29.23,29.96,2.3,4,5.2
2,8/18/2011,85,71,78,NA,62,67,0,13,NA,NA,HZ,NA,NA,NA,0,29.28,29.94,2.8,7,5.2
1,8/19/2011,87,64,76,5,63,68,0,11,503,1848, ,0,NA,0,0,29.18,29.89,3.3,14,5.2
2,8/19/2011,86,67,77,NA,62,68,0,12,NA,NA, ,NA,NA,NA,0,29.23,29.87,4.7,13,5.8
1,8/20/2011,80,66,73,2,67,69,0,8,504,1846,RA FG BR,0,NA,0,1.11,29.22,29.92,1.3,21,3.4
2,8/20/2011,79,68,74,NA,67,69,0,9,NA,NA,TSRA RA BR,NA,NA,NA,0.39,29.28,29.9,2,16,4.9
1,8/21/2011,80,64,72,1,58,63,0,7,505,1845,RA,0,NA,0,0,29.26,29.97,8,32,8.5
2,8/21/2011,81,66,74,NA,58,64,0,9,NA,NA,RA BR,NA,NA,NA,0.01,29.32,29.95,7,32,7.6
1,8/22/2011,82,59,71,0,59,64,0,6,506,1843, ,0,NA,0,0,29.3,30.02,1.6,26,4.1
2,8/22/2011,82,61,72,NA,59,64,0,7,NA,NA, ,NA,NA,NA,0,29.36,30.01,0.7,8,3.5
1,8/23/2011,73,62,68,-3,63,65,0,3,508,1842,TSRA BR,0,NA,0,0.65,29.1,29.86,9.1,20,9.8
2,8/23/2011,74,66,70,NA,62,65,0,5,NA,NA,TSRA RA BR,NA,NA,NA,0.4,29.18,29.86,8.4,20,9.5
1,8/24/2011,92,69,81,10,65,70,0,16,509,1840,BR,0,NA,0,0,28.99,29.7,8.2,27,10.7
2,8/24/2011,91,70,81,NA,65,70,0,16,NA,NA, ,NA,NA,NA,0,29.05,29.68,8.1,25,11
1,8/25/2011,83,64,74,4,59,64,0,9,510,1839, ,0,NA,0,0,29.26,29.95,4.1,36,7.3
2,8/25/2011,80,65,73,NA,59,64,0,8,NA,NA, ,NA,NA,NA,0,29.33,29.93,3.1,2,7
1,8/26/2011,83,59,71,1,58,63,0,6,511,1837, ,0,NA,0,0,29.26,29.98,1.9,26,3.3
2,8/26/2011,83,61,72,NA,58,64,0,7,NA,NA, ,NA,NA,NA,0,29.32,29.97,1.2,20,3.4
1,8/27/2011,81,64,73,3,62,66,0,8,512,1835, ,0,NA,0,0,29.21,29.93,8.2,2,9.2
2,8/27/2011,83,67,75,NA,61,66,0,10,NA,NA, ,NA,NA,NA,0,29.26,29.91,8.1,1,9.3
1,8/28/2011,77,61,69,-1,57,61,0,4,513,1834, ,0,NA,0,0,29.22,29.93,7,2,7.9
2,8/28/2011,77,61,69,NA,55,61,0,4,NA,NA, ,NA,NA,NA,0,29.26,29.91,8.5,1,9.2
1,8/29/2011,79,59,69,-1,56,62,0,4,514,1832, ,0,NA,0,0,29.31,30.01,1.4,2,3.5
2,8/29/2011,78,61,70,NA,57,62,0,5,NA,NA, ,NA,NA,NA,0,29.36,30,1.1,6,4.2
1,8/30/2011,76,61,69,-1,56,62,0,4,515,1831,RA,0,NA,0,0.04,29.33,30.03,5.3,15,6.3
2,8/30/2011,79,64,72,NA,54,61,0,7,NA,NA,RA,NA,NA,NA,0.02,29.38,30.02,5.9,15,6.8
1,8/31/2011,87,65,76,7,64,68,0,11,516,1829,RA,0,NA,0,0,29.23,29.95,5.4,17,8.3
2,8/31/2011,88,65,77,NA,64,69,0,12,NA,NA, ,NA,NA,NA,0.05,29.29,29.94,5.4,17,7.4
1,9/1/2011,93,71,82,14,71,75,0,17,517,1827, ,0,NA,0,0,29.2,29.91,5.2,21,5.9
2,9/1/2011,94,74,84,NA,70,75,0,19,NA,NA, ,NA,NA,NA,0,29.26,29.89,5.8,21,6.3
1,9/2/2011,92,76,84,16,69,74,0,19,518,1826,HZ,0,NA,0,0,29.18,29.89,4.9,22,7.4
2,9/2/2011,94,79,87,NA,69,74,0,22,NA,NA, ,NA,NA,NA,0,29.24,29.87,4,20,6.6
1,9/3/2011,89,69,79,11,67,71,0,14,519,1824,RA BR HZ,0,NA,0,0.02,29.16,29.87,2.5,29,6.2
2,9/3/2011,87,71,79,NA,68,71,0,14,NA,NA, ,NA,NA,NA,0.15,29.21,29.85,1.2,20,5.7
1,9/4/2011,73,58,66,-2,54,60,0,1,520,1822, ,0,NA,0,0,29.24,29.94,10.5,32,11.5
2,9/4/2011,74,60,67,NA,55,61,0,2,NA,NA,RA,NA,NA,NA,0,29.29,29.92,10.7,32,11.5
1,9/5/2011,65,52,59,-8,45,52,6,0,521,1821, ,0,NA,0,0,29.39,30.1,14.2,1,14.8
2,9/5/2011,67,53,60,NA,46,53,5,0,NA,NA, ,NA,NA,NA,0,29.43,30.07,15.9,36,16.6
1,9/6/2011,66,51,59,-8,46,52,6,0,522,1819, ,0,NA,0,0,29.44,30.16,9.5,3,10.1
2,9/6/2011,66,57,62,NA,47,54,3,0,NA,NA, ,NA,NA,NA,0,29.49,30.14,13.8,4,14.3
1,9/7/2011,70,52,61,-6,47,54,4,0,523,1817, ,0,NA,0,0,29.42,30.16,10.2,1,10.8
2,9/7/2011,70,58,64,NA,47,55,1,0,NA,NA, ,NA,NA,NA,0,29.47,30.13,12.4,2,13.3
1,9/8/2011,75,57,66,0,53,59,0,1,524,1815,RA,0,NA,0,0,29.34,NA,13,2,13.4
2,9/8/2011,74,62,68,NA,54,59,0,3,NA,NA,RA DZ BR,NA,NA,NA,0.06,29.36,30.03,14.9,2,15.2
1,9/9/2011,72,60,66,0,60,62,0,1,525,1814,RA,0,NA,0,0.02,29.23,29.96,8.2,4,8.3
