"","Species","Latitude","Longitude","WnvPresent","Tmax","Tmin","Tavg","Depart","DewPoint","WetBulb","Heat","Cool","Sunrise","Sunset","CodeSum","PrecipTotal","StnPressure","SeaLevel","ResultSpeed","ResultDir","AvgSpeed"
"6544","CULEX RESTUANS",41.992478,-87.862995,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6545","CULEX PIPIENS/RESTUANS",41.974689,-87.890615,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6546","CULEX PIPIENS/RESTUANS",41.974689,-87.890615,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6547","CULEX PIPIENS/RESTUANS",41.974689,-87.890615,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6548","CULEX PIPIENS/RESTUANS",41.974689,-87.890615,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6549","CULEX PIPIENS/RESTUANS",41.974689,-87.890615,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6550","CULEX PIPIENS/RESTUANS",41.974689,-87.890615,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6551","CULEX PIPIENS/RESTUANS",41.974689,-87.890615,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6552","CULEX RESTUANS",41.974689,-87.890615,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6553","CULEX RESTUANS",41.974689,-87.890615,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6554","CULEX RESTUANS",41.974689,-87.890615,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6555","CULEX RESTUANS",41.974689,-87.890615,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6556","CULEX RESTUANS",41.974689,-87.890615,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6557","CULEX RESTUANS",41.974689,-87.890615,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6558","CULEX RESTUANS",41.974689,-87.890615,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6559","CULEX RESTUANS",41.974689,-87.890615,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6560","CULEX RESTUANS",41.974689,-87.890615,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6561","CULEX PIPIENS",41.974689,-87.890615,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6562","CULEX PIPIENS/RESTUANS",41.957799,-87.930995,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6563","CULEX PIPIENS/RESTUANS",41.957799,-87.930995,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6564","CULEX RESTUANS",41.957799,-87.930995,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6565","CULEX RESTUANS",41.957799,-87.930995,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6566","CULEX RESTUANS",41.957799,-87.930995,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6567","CULEX PIPIENS/RESTUANS",41.973845,-87.805059,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6568","CULEX RESTUANS",41.973845,-87.805059,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6569","CULEX PIPIENS/RESTUANS",41.743402,-87.731435,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6570","CULEX RESTUANS",41.743402,-87.731435,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6571","CULEX SALINARIUS",41.743402,-87.731435,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6572","CULEX RESTUANS",41.728495,-87.600963,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6573","CULEX PIPIENS/RESTUANS",41.947227,-87.671457,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6574","CULEX RESTUANS",41.947227,-87.671457,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6575","CULEX PIPIENS/RESTUANS",41.793818,-87.654234,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6576","CULEX RESTUANS",41.793818,-87.654234,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6577","CULEX TERRITANS",41.793818,-87.654234,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6578","CULEX PIPIENS/RESTUANS",41.904194,-87.756155,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6579","CULEX RESTUANS",41.904194,-87.756155,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6580","CULEX PIPIENS/RESTUANS",41.951866,-87.725057,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6581","CULEX RESTUANS",41.951866,-87.725057,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6582","CULEX RESTUANS",41.763733,-87.742302,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6583","CULEX PIPIENS/RESTUANS",41.98728,-87.666066,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6584","CULEX RESTUANS",41.98728,-87.666066,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6585","CULEX PIPIENS/RESTUANS",41.912563,-87.668055,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6586","CULEX RESTUANS",41.912563,-87.668055,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6587","CULEX RESTUANS",41.776428,-87.627096,0,88,71,80,7,71,74,0,15,426,1928,"HZ",0.39,29.12,29.82,5.5,25,8.5
"6588","CULEX PIPIENS/RESTUANS",41.95469,-87.800991,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6589","CULEX RESTUANS",41.95469,-87.800991,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6590","CULEX PIPIENS/RESTUANS",41.891118,-87.654491,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6591","CULEX PIPIENS/RESTUANS",41.867108,-87.654224,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6592","CULEX PIPIENS/RESTUANS",41.867108,-87.654224,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6593","CULEX RESTUANS",41.867108,-87.654224,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6594","CULEX PIPIENS/RESTUANS",41.896282,-87.655232,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6595","CULEX PIPIENS/RESTUANS",41.921965,-87.632085,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6596","CULEX PIPIENS/RESTUANS",41.921965,-87.632085,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6597","CULEX RESTUANS",41.921965,-87.632085,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6598","CULEX PIPIENS/RESTUANS",41.720848,-87.666014,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6599","CULEX RESTUANS",41.720848,-87.666014,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6600","CULEX SALINARIUS",41.720848,-87.666014,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6601","CULEX RESTUANS",42.01743,-87.687769,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6602","CULEX PIPIENS/RESTUANS",41.944869,-87.832763,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6603","CULEX PIPIENS/RESTUANS",41.944869,-87.832763,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6604","CULEX RESTUANS",41.944869,-87.832763,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6605","CULEX PIPIENS",41.944869,-87.832763,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6606","CULEX RESTUANS",41.986921,-87.689778,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6607","CULEX PIPIENS/RESTUANS",41.801498,-87.763416,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6608","CULEX RESTUANS",41.801498,-87.763416,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6609","CULEX PIPIENS/RESTUANS",41.906638,-87.701431,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6610","CULEX RESTUANS",41.906638,-87.701431,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6611","CULEX PIPIENS",41.723195,-87.64997,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6612","CULEX PIPIENS/RESTUANS",41.868077,-87.666901,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6613","CULEX PIPIENS/RESTUANS",41.868077,-87.666901,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6614","CULEX RESTUANS",41.868077,-87.666901,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6615","CULEX PIPIENS",41.868077,-87.666901,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6616","CULEX TERRITANS",41.662014,-87.724608,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6617","CULEX PIPIENS/RESTUANS",41.878114,-87.629798,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6618","CULEX PIPIENS/RESTUANS",41.932094,-87.700117,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6619","CULEX RESTUANS",41.932094,-87.700117,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6620","CULEX PIPIENS/RESTUANS",41.916265,-87.800515,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6621","CULEX PIPIENS/RESTUANS",41.916265,-87.800515,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6622","CULEX PIPIENS/RESTUANS",41.916265,-87.800515,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6623","CULEX RESTUANS",41.916265,-87.800515,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6624","CULEX PIPIENS/RESTUANS",41.846075,-87.716277,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6625","CULEX RESTUANS",41.846075,-87.716277,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6626","CULEX PIPIENS/RESTUANS",41.682587,-87.707973,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6627","CULEX RESTUANS",41.682587,-87.707973,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6628","CULEX PIPIENS/RESTUANS",41.948167,-87.730698,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6629","CULEX RESTUANS",41.948167,-87.730698,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6630","CULEX PIPIENS/RESTUANS",41.963976,-87.69181,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6631","CULEX RESTUANS",41.963976,-87.69181,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6632","CULEX PIPIENS/RESTUANS",41.964242,-87.757639,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6633","CULEX PIPIENS/RESTUANS",41.964242,-87.757639,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6634","CULEX RESTUANS",41.964242,-87.757639,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6635","CULEX PIPIENS",41.964242,-87.757639,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6636","CULEX PIPIENS/RESTUANS",42.008314,-87.777921,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6637","CULEX PIPIENS/RESTUANS",42.008314,-87.777921,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6638","CULEX RESTUANS",42.008314,-87.777921,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6639","CULEX PIPIENS/RESTUANS",41.991429,-87.747113,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6640","CULEX PIPIENS/RESTUANS",41.868142,-87.696269,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6641","CULEX RESTUANS",41.868142,-87.696269,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6642","CULEX PIPIENS",41.868142,-87.696269,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6643","CULEX PIPIENS/RESTUANS",41.923738,-87.785288,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6644","CULEX RESTUANS",42.010412,-87.66214,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6645","CULEX PIPIENS/RESTUANS",41.89923,-87.716788,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6646","CULEX RESTUANS",41.89923,-87.716788,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6647","CULEX PIPIENS/RESTUANS",41.94016,-87.794896,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6648","CULEX RESTUANS",41.94016,-87.794896,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6649","CULEX PIPIENS/RESTUANS",41.903002,-87.688267,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6650","CULEX RESTUANS",41.903002,-87.688267,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6651","CULEX PIPIENS/RESTUANS",41.960616,-87.777189,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6652","CULEX RESTUANS",41.960616,-87.777189,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6653","CULEX PIPIENS/RESTUANS",41.911824,-87.726737,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6654","CULEX PIPIENS/RESTUANS",41.801179,-87.679447,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6655","CULEX RESTUANS",41.801179,-87.679447,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6656","CULEX PIPIENS",41.801179,-87.679447,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6657","CULEX PIPIENS/RESTUANS",41.800737,-87.71188,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6658","CULEX PIPIENS/RESTUANS",41.778297,-87.752411,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6659","CULEX RESTUANS",41.778297,-87.752411,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6660","CULEX PIPIENS/RESTUANS",41.77166,-87.703047,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6661","CULEX TERRITANS",41.77166,-87.703047,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6662","CULEX PIPIENS/RESTUANS",41.773215,-87.60088,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6663","CULEX RESTUANS",41.773215,-87.60088,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6664","CULEX PIPIENS",41.773215,-87.60088,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6665","CULEX RESTUANS",41.822536,-87.666343,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6666","CULEX PIPIENS/RESTUANS",41.766202,-87.562889,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6667","CULEX RESTUANS",41.766202,-87.562889,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6668","CULEX PIPIENS",41.766202,-87.562889,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6669","CULEX PIPIENS/RESTUANS",41.754676,-87.612922,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6670","CULEX RESTUANS",41.754676,-87.612922,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6671","CULEX PIPIENS/RESTUANS",41.803423,-87.642984,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6672","CULEX RESTUANS",41.803423,-87.642984,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6673","CULEX PIPIENS",41.803423,-87.642984,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6674","CULEX PIPIENS/RESTUANS",41.754292,-87.590773,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6675","CULEX PIPIENS/RESTUANS",41.798697,-87.736812,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6676","CULEX PIPIENS/RESTUANS",41.798697,-87.736812,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6677","CULEX PIPIENS/RESTUANS",41.798697,-87.736812,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6678","CULEX PIPIENS/RESTUANS",41.798697,-87.736812,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6679","CULEX PIPIENS/RESTUANS",41.798697,-87.736812,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6680","CULEX PIPIENS/RESTUANS",41.798697,-87.736812,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6681","CULEX PIPIENS/RESTUANS",41.798697,-87.736812,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6682","CULEX RESTUANS",41.798697,-87.736812,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6683","CULEX RESTUANS",41.798697,-87.736812,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6684","CULEX RESTUANS",41.776156,-87.778927,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6685","CULEX PIPIENS/RESTUANS",41.82561,-87.726549,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6686","CULEX RESTUANS",41.82561,-87.726549,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6687","CULEX PIPIENS/RESTUANS",41.673408,-87.599862,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6688","CULEX PIPIENS/RESTUANS",41.673408,-87.599862,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6689","CULEX PIPIENS/RESTUANS",41.673408,-87.599862,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6690","CULEX PIPIENS/RESTUANS",41.673408,-87.599862,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6691","CULEX PIPIENS/RESTUANS",41.673408,-87.599862,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6692","CULEX PIPIENS/RESTUANS",41.673408,-87.599862,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6693","CULEX PIPIENS/RESTUANS",41.673408,-87.599862,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6694","CULEX RESTUANS",41.673408,-87.599862,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6695","CULEX SALINARIUS",41.673408,-87.599862,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6696","CULEX PIPIENS/RESTUANS",41.726465,-87.585413,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6697","CULEX RESTUANS",41.726465,-87.585413,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6698","CULEX TERRITANS",41.726465,-87.585413,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6699","CULEX PIPIENS/RESTUANS",41.678618,-87.559308,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6700","CULEX RESTUANS",41.678618,-87.559308,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6701","CULEX SALINARIUS",41.678618,-87.559308,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6702","CULEX RESTUANS",41.740641,-87.546587,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6703","CULEX TERRITANS",41.740641,-87.546587,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6704","CULEX RESTUANS",41.680946,-87.535198,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6705","CULEX TERRITANS",41.680946,-87.535198,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6706","CULEX PIPIENS/RESTUANS",41.704572,-87.565666,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6707","CULEX RESTUANS",41.704572,-87.565666,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6708","CULEX PIPIENS/RESTUANS",41.733643,-87.55551,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6709","CULEX RESTUANS",41.733643,-87.55551,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6710","CULEX PIPIENS/RESTUANS",41.750498,-87.605294,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6711","CULEX RESTUANS",41.750498,-87.605294,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6712","CULEX PIPIENS/RESTUANS",41.984809,-87.728492,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6713","CULEX PIPIENS/RESTUANS",41.984809,-87.728492,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6714","CULEX RESTUANS",41.984809,-87.728492,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6715","CULEX TERRITANS",41.984809,-87.728492,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6716","CULEX PIPIENS/RESTUANS",41.659112,-87.538693,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6717","CULEX PIPIENS/RESTUANS",41.992478,-87.862995,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6718","CULEX RESTUANS",41.992478,-87.862995,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6719","CULEX PIPIENS/RESTUANS",41.974689,-87.890615,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6720","CULEX PIPIENS/RESTUANS",41.974689,-87.890615,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6721","CULEX PIPIENS/RESTUANS",41.974689,-87.890615,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6722","CULEX PIPIENS/RESTUANS",41.974689,-87.890615,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6723","CULEX RESTUANS",41.974689,-87.890615,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6724","CULEX RESTUANS",41.974689,-87.890615,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6725","CULEX RESTUANS",41.974689,-87.890615,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
"6726","CULEX RESTUANS",41.974689,-87.890615,0,87,70,79,5,60,66,0,14,429,1926," ",0,29.27,29.98,5.4,9,6.7
